read_id1,read_id2
pos245793_246259_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122543/1982_8009,pos250153_253046_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/155182/690_11467
pos254650_258079_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122782/0_5809,pos254651_257758_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/144107/7936_16945
pos254650_258079_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122782/0_5809,pos254650_260902_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/16274/0_11474
pos254650_258079_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122782/0_5809,pos254650_260604_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/50683/0_6560
pos254650_258079_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122782/0_5809,pos254650_259415_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/44831/0_4860
pos254650_258079_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122782/0_5809,pos250153_253046_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/4166/0_8285
pos254650_258079_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122782/0_5809,pos250153_253046_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/10651/0_9975
pos254650_258079_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122782/0_5809,pos250153_253046_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/155182/690_11467
pos55642_47629_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122896/0_9839,pos55639_49042_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/60279/0_7100
pos55642_47629_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122896/0_9839,pos55639_50259_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/22106/2197_10015
pos55642_47629_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122896/0_9839,pos50917_44567_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/4482/0_12658
pos55642_47629_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122896/0_9839,pos26272_28997_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/37437/0_6734
pos55642_47629_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122896/0_9839,pos42490_40250_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/49264/0_11618
pos55642_47629_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122896/0_9839,pos37629_36325_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/86403/0_5328
pos80887_83282_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122940/8328_12177,pos77202_84318_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/35341/0_7414
pos80887_83282_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122940/8328_12177,pos80372_83554_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/34121/5929_11666
pos80887_83282_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122940/8328_12177,pos82508_86651_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/807/0_9103
pos80887_83282_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122940/8328_12177,pos82602_91891_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/72052/0_11450
pos80887_83282_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122940/8328_12177,pos71146_81132_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/36885/0_10549
pos80887_83282_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122940/8328_12177,pos83060_89038_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/123355/3141_9776
pos80887_83282_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122940/8328_12177,pos76876_85859_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/94923/0_9369
pos80887_83282_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122940/8328_12177,pos79563_83816_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/20697/1740_6100
pos80887_83282_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/122940/8328_12177,pos79771_82826_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/23148/0_3121
pos92877_87242_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123045/0_8180,pos93253_80231_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/136331/0_12753
pos92877_87242_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123045/0_8180,pos92920_88869_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/159330/0_4665
pos92877_87242_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123045/0_8180,pos89596_84742_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/139765/0_5146
pos92877_87242_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123045/0_8180,pos40248_43181_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/66628/0_6713
pos92877_87242_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123045/0_8180,pos43912_46819_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58789/891_14439
pos203950_207777_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123613/0_3890,pos199536_207383_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/27323/4818_13259
pos203950_207777_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123613/0_3890,pos202184_207912_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/49127/0_5467
pos203950_207777_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123613/0_3890,pos206434_208626_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/99364/3721_9303
pos203950_207777_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123613/0_3890,pos202901_206056_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/88380/0_7659
pos203950_207777_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123613/0_3890,pos209515_216437_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/69067/4437_15977
pos203950_207777_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123613/0_3890,pos203847_207037_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/41896/395_3960
pos264452_270773_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123756/0_6307,pos264307_271423_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/142486/0_7704
pos264452_270773_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123756/0_6307,pos264061_270144_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/87583/0_6433
pos264452_270773_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123756/0_6307,pos265966_270306_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/132013/0_4479
pos264452_270773_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123756/0_6307,pos263564_268528_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/91791/0_5288
pos264452_270773_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123756/0_6307,pos267185_273729_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/61417/0_7413
pos264452_270773_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123756/0_6307,pos267743_275277_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/35287/0_7904
pos264452_270773_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123756/0_6307,pos266630_269194_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/122147/840_3864
pos264452_270773_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123756/0_6307,pos263729_268508_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/37307/0_10291
pos264452_270773_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123756/0_6307,pos268631_274013_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/31464/0_5509
pos264452_270773_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123756/0_6307,pos268525_277341_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/50381/0_12035
pos264452_270773_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123756/0_6307,pos269039_275518_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/145214/3336_12181
pos264452_270773_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123756/0_6307,pos269908_274099_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/9066/0_4446
pos94573_97639_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124103/0_6141,pos86155_98011_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/48400/0_16059
pos94573_97639_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124103/0_6141,pos95098_103128_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/48751/0_8225
pos94573_97639_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124103/0_6141,pos95267_98516_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/45558/0_3378
pos94573_97639_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124103/0_6141,pos90761_96070_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/72048/0_6209
pos94573_97639_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124103/0_6141,pos106672_104688_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/76771/559_11467
pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065,pos133057_135623_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/149294/412_6772
pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065,pos133064_136120_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/37259/374_4913
pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065,pos127870_132312_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/84963/0_6368
pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065,pos134147_136549_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/5331/355_5137
pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065,pos140158_133485_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/61788/0_7668
pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065,pos133828_137323_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/124295/3752_12070
pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065,pos133971_139951_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/10325/3574_9719
pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065,pos133969_138824_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/64743/7266_12364
pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065,pos213438_209515_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/43129/0_5332
pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065,pos140158_133341_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/42476/0_11977
pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065,pos209095_203219_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/74244/0_8246
pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065,pos212346_209515_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/20644/0_4284
pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065,pos209094_205998_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/80869/0_8581
pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065,pos140158_138551_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/82282/4646_7820
pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065,pos209095_205692_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/2051/2215_9940
pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065,pos114898_117458_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/106437/0_4836
pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065,pos142534_140662_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/148729/7873_13892
pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065,pos134539_140158_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/82931/851_13193
pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065,pos146532_140452_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/80151/2874_14148
pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065,pos114898_119806_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/83904/8861_16919
pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065,pos115287_118778_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/84190/2570_13337
pos224849_216328_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124468/0_14043,pos222514_216351_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/28728/0_6749
pos224849_216328_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124468/0_14043,pos221843_213800_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/159931/0_8507
pos224849_216328_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124468/0_14043,pos222437_216154_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/27552/0_6594
pos224849_216328_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124468/0_14043,pos221488_214384_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/76820/0_6748
pos224849_216328_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124468/0_14043,pos112940_109733_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/63476/0_3274
pos48186_40248_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124547/0_12820,pos48508_40249_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/34065/0_13257
pos48186_40248_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124547/0_12820,pos42490_40250_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/49264/0_11618
pos48186_40248_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124547/0_12820,pos50917_44567_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/4482/0_12658
pos149485_152573_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124848/0_4099,pos145896_154226_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/45750/0_8513
pos149485_152573_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124848/0_4099,pos147967_155417_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/108300/0_7484
pos149485_152573_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124848/0_4099,pos149074_154607_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/24484/6880_12825
pos149485_152573_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124848/0_4099,pos149314_152468_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/2204/2605_5938
pos149485_152573_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124848/0_4099,pos150387_157111_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/39530/3678_12945
pos149485_152573_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124848/0_4099,pos150990_154420_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/7175/1872_5719
pos149485_152573_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124848/0_4099,pos151639_159071_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/107980/2625_12698
pos62860_66858_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125261/10707_16117,pos62127_66870_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/54332/0_7249
pos62860_66858_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125261/10707_16117,pos63570_66870_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/139920/0_7727
pos62860_66858_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125261/10707_16117,pos66979_70770_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/23412/200_7629
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos17345_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/17438/1367_14510
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos35921_26280_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/22806/0_14473
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos26272_28997_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/37437/0_6734
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos26278_35921_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/128536/3225_14328
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos19435_24279_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/7658/0_7995
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos19170_24363_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/109090/0_5296
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos17235_23221_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/57757/0_6053
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos21017_24099_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/53442/0_3142
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos19689_23797_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/44008/0_4366
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos26276_29822_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/31115/0_4256
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos18720_22574_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/15705/0_3937
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos27240_34926_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/127936/5964_14066
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos26875_31629_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/69429/0_4863
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos26280_29456_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/62200/0_3387
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos20907_23975_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/117406/15230_23561
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos14129_21418_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/129674/0_9370
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos31024_33111_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/57015/1829_5817
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos35921_28226_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/70024/0_10835
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos39811_37733_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/150947/0_3987
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos35921_33714_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/17826/0_7832
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos59831_55759_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/87480/0_8624
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos48508_40249_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/34065/0_13257
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos75148_78146_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/55338/581_10785
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos76876_85859_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/94923/0_9369
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos28872_29463_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/17258/3059_8666
pos19684_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/125408/0_10863,pos31370_33864_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/45281/2998_6718
pos32447_26402_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126208/0_11078,pos35921_26280_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/22806/0_14473
pos32447_26402_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126208/0_11078,pos24465_15641_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/145823/0_14063
pos32447_26402_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126208/0_11078,pos26278_35921_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/128536/3225_14328
pos32447_26402_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126208/0_11078,pos50535_55642_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/12862/0_6279
pos32447_26402_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126208/0_11078,pos24465_22171_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/38015/2669_7549
pos32447_26402_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126208/0_11078,pos80045_78124_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/16119/4878_8089
pos142949_144990_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126433/1082_12217,pos142999_146457_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/1054/0_3706
pos142949_144990_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126433/1082_12217,pos140452_146021_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/8793/8685_16978
pos142949_144990_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126433/1082_12217,pos140447_144152_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/80500/5745_10601
pos211687_217821_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126577/0_6423,pos209515_217115_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/44887/0_10075
pos211687_217821_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126577/0_6423,pos212573_215895_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/57458/1919_5383
pos211687_217821_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126577/0_6423,pos213438_209515_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/43129/0_5332
pos211687_217821_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126577/0_6423,pos221843_213800_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/159931/0_8507
pos211687_217821_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126577/0_6423,pos211652_217332_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/139109/0_7129
pos211687_217821_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126577/0_6423,pos214323_221960_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/141300/0_8087
pos211687_217821_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126577/0_6423,pos112940_109733_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/63476/0_3274
pos211687_217821_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126577/0_6423,pos106772_114789_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/67087/0_10566
pos111575_114734_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126812/0_3230,pos106870_114791_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/18097/0_8163
pos111575_114734_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126812/0_3230,pos114901_124472_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/26508/0_14990
pos111575_114734_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126812/0_3230,pos106772_114789_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/67087/0_10566
pos111575_114734_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126812/0_3230,pos106772_114780_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/60782/0_11981
pos111575_114734_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126812/0_3230,pos111255_114782_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/29521/0_7577
pos111575_114734_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126812/0_3230,pos114900_120845_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/161068/0_10203
pos111575_114734_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126812/0_3230,pos106895_114787_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/97872/0_9362
pos111575_114734_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126812/0_3230,pos114898_117458_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/106437/0_4836
pos111575_114734_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126812/0_3230,pos114898_123539_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/44407/0_11152
pos111575_114734_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126812/0_3230,pos113672_106772_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/58019/0_11081
pos111575_114734_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126812/0_3230,pos113910_110236_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/24949/0_5960
pos111575_114734_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126812/0_3230,pos109673_114791_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/53372/0_6425
pos111575_114734_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126812/0_3230,pos116862_114898_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/7420/0_3692
pos111575_114734_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126812/0_3230,pos113074_114592_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/98941/0_3710
pos111575_114734_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/126812/0_3230,pos113607_114783_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/33725/720_5467
pos120493_125707_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/127406/0_5438,pos117052_126299_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/30513/0_11301
pos37733_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/127717/0_5748,pos40248_43181_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/66628/0_6713
pos37733_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/127717/0_5748,pos37733_40148_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/27080/0_12255
pos37733_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/127717/0_5748,pos31517_35921_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/18826/207_13063
pos37733_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/127717/0_5748,pos40248_48992_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/20115/0_11611
pos37733_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/127717/0_5748,pos37740_40148_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/67494/393_7193
