read_id1,read_id2
pos80435_87301_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/5440/4380_12921,pos77271_80837_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/6921/0_3783
pos80435_87301_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/5440/4380_12921,pos85714_85296_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/57649/5288_11355
pos94034_92839_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/55201/0_4513,pos77271_80837_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/6921/0_3783
pos94034_92839_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/55201/0_4513,pos72925_84510_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/7525/0_11588
pos94034_92839_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/55201/0_4513,pos76876_85859_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/94923/0_9369
pos94034_92839_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/55201/0_4513,pos79594_86834_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/33041/0_9393
pos195253_201670_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/55278/350_7020,pos195826_201732_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/70226/0_5874
pos195253_201670_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/55278/350_7020,pos187930_200903_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/30742/506_14474
pos195253_201670_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/55278/350_7020,pos194643_199238_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/101044/0_4925
pos195253_201670_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/55278/350_7020,pos195811_199006_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/88502/0_3395
pos195253_201670_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/55278/350_7020,pos196108_199452_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/25824/381_9011
pos195253_201670_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/55278/350_7020,pos191198_198665_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/125470/7094_15627
pos195253_201670_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/55278/350_7020,pos196268_199693_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/8964/1290_5179
pos195253_201670_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/55278/350_7020,pos197780_200217_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/69914/0_3147
pos195253_201670_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/55278/350_7020,pos196372_197618_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/88811/13171_17765
pos108722_109558_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/55960/8919_14514,pos106772_114780_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/60782/0_11981
pos17235_23221_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/57757/0_6053,pos14127_23619_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/9701/0_12475
pos17235_23221_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/57757/0_6053,pos14129_22613_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/26841/0_10506
pos17235_23221_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/57757/0_6053,pos19435_24279_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/7658/0_7995
pos17235_23221_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/57757/0_6053,pos19170_24363_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/109090/0_5296
pos17235_23221_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/57757/0_6053,pos19552_23013_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/131796/5178_10559
pos17235_23221_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/57757/0_6053,pos21017_24099_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/53442/0_3142
pos17235_23221_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/57757/0_6053,pos20907_23975_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/117406/15230_23561
pos17235_23221_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/57757/0_6053,pos21826_24465_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/142478/0_3112
pos67423_74717_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58326/0_8001,pos67363_77955_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/44311/0_10559
pos67423_74717_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58326/0_8001,pos71146_81132_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/36885/0_10549
pos67423_74717_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58326/0_8001,pos71131_76207_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/98506/0_5321
pos67423_74717_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58326/0_8001,pos63570_66870_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/139920/0_7727
pos67423_74717_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58326/0_8001,pos66970_70846_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/121836/1899_9657
pos67423_74717_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58326/0_8001,pos70650_74354_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/83290/4993_11561
pos67423_74717_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58326/0_8001,pos75671_78479_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/35493/0_7604
pos67423_74717_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58326/0_8001,pos75148_78146_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/55338/581_10785
pos43912_46819_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58789/891_14439,pos31517_35921_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/18826/207_13063
pos43912_46819_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58789/891_14439,pos37733_40148_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/27080/0_12255
pos43912_46819_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58789/891_14439,pos37733_40140_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/60862/3754_10021
pos43912_46819_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58789/891_14439,pos37740_40148_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/67494/393_7193
pos43912_46819_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58789/891_14439,pos40248_43181_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/66628/0_6713
pos43912_46819_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58789/891_14439,pos40248_53329_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/57963/1816_16296
pos43912_46819_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58789/891_14439,pos35921_26280_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/22806/0_14473
pos43912_46819_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58789/891_14439,pos37738_40148_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/79545/0_8231
pos43912_46819_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58789/891_14439,pos40248_47119_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/3534/0_8715
pos43912_46819_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58789/891_14439,pos40248_48992_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/20115/0_11611
pos43912_46819_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58789/891_14439,pos32125_35921_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/105806/0_8647
pos43912_46819_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58789/891_14439,pos40250_47490_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/65216/268_9629
pos43912_46819_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58789/891_14439,pos43267_46287_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/117744/2143_9530
pos43912_46819_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58789/891_14439,pos43367_45920_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/80184/8651_12360
pos43912_46819_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58789/891_14439,pos44231_46378_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/10003/1932_5942
pos43912_46819_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58789/891_14439,pos40403_46256_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/71023/389_9279
pos43912_46819_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58789/891_14439,pos47712_53350_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/41218/2455_10752
pos43912_46819_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58789/891_14439,pos39164_40144_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/9168/821_5075
pos43912_46819_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58789/891_14439,pos89596_84742_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/139765/0_5146
pos265382_267776_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/59063/0_3068,pos263564_268528_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/91791/0_5288
pos265382_267776_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/59063/0_3068,pos264061_270144_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/87583/0_6433
pos265382_267776_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/59063/0_3068,pos263729_268508_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/37307/0_10291
pos265382_267776_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/59063/0_3068,pos267185_273729_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/61417/0_7413
pos150363_147431_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/60088/0_3068,pos153118_144942_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/43808/0_8449
pos150363_147431_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/60088/0_3068,pos150523_147923_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/93144/723_5597
pos150363_147431_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/60088/0_3068,pos151851_140447_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/13317/0_15567
pos150363_147431_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/60088/0_3068,pos162531_147253_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/141849/0_15596
pos150363_147431_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/60088/0_3068,pos152287_147615_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/80183/5910_13224
pos55639_49042_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/60279/0_7100,pos50917_44567_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/4482/0_12658
pos55639_49042_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/60279/0_7100,pos55639_50259_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/22106/2197_10015
pos55639_49042_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/60279/0_7100,pos59248_55742_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/33031/0_9402
pos55639_49042_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/60279/0_7100,pos59225_55757_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/18410/218_5876
pos55639_49042_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/60279/0_7100,pos26272_28997_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/37437/0_6734
pos55639_49042_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/60279/0_7100,pos35921_26280_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/22806/0_14473
pos55639_49042_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/60279/0_7100,pos67363_77955_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/44311/0_10559
pos55639_49042_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/60279/0_7100,pos75933_80808_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/79418/6594_16395
pos55639_49042_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/60279/0_7100,pos75148_78146_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/55338/581_10785
pos55639_49042_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/60279/0_7100,pos76876_85859_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/94923/0_9369
pos56618_59832_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/60964/7119_10731,pos49556_55642_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/44447/0_12588
pos56618_59832_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/60964/7119_10731,pos61319_63399_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/104260/599_6667
pos87357_99912_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/61292/0_12906,pos86155_98011_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/48400/0_16059
pos87357_99912_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/61292/0_12906,pos92797_99112_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/141019/640_8484
pos87357_99912_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/61292/0_12906,pos90761_96070_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/72048/0_6209
pos87357_99912_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/61292/0_12906,pos95098_103128_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/48751/0_8225
pos87357_99912_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/61292/0_12906,pos82602_91891_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/72052/0_11450
pos87357_99912_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/61292/0_12906,pos86940_91565_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65672/0_4820
pos87357_99912_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/61292/0_12906,pos85729_92064_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/91489/7189_16161
pos87357_99912_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/61292/0_12906,pos94326_99859_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/158301/0_5880
pos87357_99912_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/61292/0_12906,pos83703_90269_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/36568/413_7455
pos87357_99912_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/61292/0_12906,pos93514_98270_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/25104/0_4550
pos87357_99912_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/61292/0_12906,pos97022_100486_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/10124/148_3830
pos87357_99912_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/61292/0_12906,pos83060_89038_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/123355/3141_9776
pos87357_99912_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/61292/0_12906,pos98857_101947_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/5616/7371_10752
pos87357_99912_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/61292/0_12906,pos106672_104688_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/76771/559_11467
pos87357_99912_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/61292/0_12906,pos35921_33714_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/17826/0_7832
pos211590_212913_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/61305/280_3674,pos209515_213198_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/101117/0_6720
pos211590_212913_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/61305/280_3674,pos209516_212288_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/99716/9079_14423
pos211590_212913_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/61305/280_3674,pos212573_215895_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/57458/1919_5383
pos277503_278146_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/62090/4939_10124,pos275648_277339_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/9492/0_3612
pos277503_278146_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/62090/4939_10124,pos280636_283431_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/27238/0_10831
pos277503_278146_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/62090/4939_10124,pos276250_277341_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/21617/0_9605
pos277503_278146_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/62090/4939_10124,pos274128_277341_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/28734/0_6517
pos277503_278146_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/62090/4939_10124,pos273166_277339_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/64638/5686_15959
pos277503_278146_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/62090/4939_10124,pos275684_277341_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/6632/0_11358
pos277503_278146_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/62090/4939_10124,pos281742_283428_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/62813/0_4431
pos277503_278146_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/62090/4939_10124,pos276488_277285_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/86707/0_3921
pos277503_278146_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/62090/4939_10124,pos277494_278147_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/21181/4203_9915
pos277503_278146_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/62090/4939_10124,pos281085_283432_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/23649/0_5287
pos277503_278146_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/62090/4939_10124,pos280636_283199_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/2771/0_6085
pos277503_278146_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/62090/4939_10124,pos277492_278142_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/69467/0_5999
pos277503_278146_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/62090/4939_10124,pos277506_278142_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/23581/0_3795
pos277503_278146_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/62090/4939_10124,pos277544_278134_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/39062/4460_8837
pos277503_278146_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/62090/4939_10124,pos281271_283432_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/156543/272_6108
pos277503_278146_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/62090/4939_10124,pos280636_283432_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/97199/3843_11991
pos140447_146827_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/63569/0_7292,pos140447_144152_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/80500/5745_10601
pos140447_146827_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/63569/0_7292,pos134539_140158_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/82931/851_13193
pos140447_146827_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/63569/0_7292,pos147142_141041_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/58715/6702_14068
pos140447_146827_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/63569/0_7292,pos140447_143208_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/133587/7750_13433
pos140447_146827_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/63569/0_7292,pos140447_142549_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/115504/0_4130
pos140447_146827_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/63569/0_7292,pos142999_146457_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/1054/0_3706
pos140447_146827_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/63569/0_7292,pos135907_140158_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/59556/0_5921
pos140447_146827_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/63569/0_7292,pos137109_140134_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/43957/0_4750
pos236843_240941_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/64849/1998_8042,pos236843_242332_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/9502/315_11049
pos236843_240941_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/64849/1998_8042,pos236838_241072_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/52011/0_12406
pos236843_240941_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/64849/1998_8042,pos236842_243644_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/20756/0_8473
pos236843_240941_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/64849/1998_8042,pos232214_236857_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/109513/0_8887
pos236843_240941_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/64849/1998_8042,pos236837_240025_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/76392/3494_15195
pos236843_240941_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/64849/1998_8042,pos237184_242566_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/7988/0_8816
pos236843_240941_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/64849/1998_8042,pos236848_241284_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/149886/541_6603
pos236843_240941_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/64849/1998_8042,pos238077_242558_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/873/976_14788
pos236843_240941_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/64849/1998_8042,pos236846_239192_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/74763/0_7476
pos236843_240941_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/64849/1998_8042,pos238960_243644_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/26739/0_6476
pos236843_240941_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/64849/1998_8042,pos230534_235817_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/47815/0_9700
pos236843_240941_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/64849/1998_8042,pos240313_243644_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/12637/0_12223
pos236843_240941_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/64849/1998_8042,pos233208_236854_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/30148/0_9156
pos236843_240941_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/64849/1998_8042,pos238165_241952_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/70066/4277_8206
pos236843_240941_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/64849/1998_8042,pos240776_243644_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/98896/0_8018
pos236843_240941_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/64849/1998_8042,pos241329_243117_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/76329/11843_16238
pos76341_86909_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65450/0_10449,pos76876_85859_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/94923/0_9369
pos76341_86909_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65450/0_10449,pos77202_84318_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/35341/0_7414
pos76341_86909_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65450/0_10449,pos72925_84510_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/7525/0_11588
pos76341_86909_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65450/0_10449,pos79594_86834_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/33041/0_9393
pos76341_86909_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65450/0_10449,pos82602_91891_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/72052/0_11450
pos76341_86909_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65450/0_10449,pos82508_86651_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/807/0_9103
pos76341_86909_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65450/0_10449,pos83060_89038_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/123355/3141_9776
pos76341_86909_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65450/0_10449,pos83703_90269_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/36568/413_7455
pos76341_86909_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65450/0_10449,pos77271_80837_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/6921/0_3783
pos76341_86909_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65450/0_10449,pos87195_84978_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/1646/7921_14707
pos76341_86909_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65450/0_10449,pos67363_77955_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/44311/0_10559
pos76341_86909_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65450/0_10449,pos75148_78146_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/55338/581_10785
pos76341_86909_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65450/0_10449,pos85729_92064_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/91489/7189_16161
pos76341_86909_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65450/0_10449,pos81919_84193_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/31084/2258_11707
pos76341_86909_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65450/0_10449,pos77153_77933_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/18957/0_3157
pos76341_86909_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65450/0_10449,pos35921_28226_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/70024/0_10835
pos76341_86909_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65450/0_10449,pos35921_26280_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/22806/0_14473
pos86940_91565_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65672/0_4820,pos82602_91891_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/72052/0_11450
pos86940_91565_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65672/0_4820,pos86155_98011_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/48400/0_16059
pos86940_91565_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65672/0_4820,pos85729_92064_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/91489/7189_16161
pos86940_91565_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65672/0_4820,pos83703_90269_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/36568/413_7455
pos86940_91565_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65672/0_4820,pos82508_86651_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/807/0_9103
pos86940_91565_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65672/0_4820,pos83060_89038_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/123355/3141_9776
pos86940_91565_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/65672/0_4820,pos79594_86834_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/33041/0_9393
